Year,Age_Group,Gender,Smoking_Prevalence,Drug_Experimentation,Socioeconomic_Status,Peer_Influence,School_Programs,Family_Background,Mental_Health,Access_to_Counseling,Parental_Supervision,Substance_Education,Community_Support,Media_Influence
2023,70-79,Both,15.91,58.4,High,4,Yes,9,5,No,3,Yes,4,6
2023,15-19,Female,44.72,54.01,Low,3,Yes,6,4,Yes,7,No,4,10
2020,40-49,Both,32.84,38.77,Middle,5,No,5,8,Yes,7,Yes,2,2
2021,60-69,Male,38.19,22.07,High,4,Yes,1,7,Yes,2,No,5,5
2024,40-49,Both,33.24,35.89,Low,10,No,3,3,No,6,No,6,4
2020,70-79,Female,21.2,24.64,High,10,Yes,4,6,Yes,2,Yes,10,6
2024,30-39,Female,24.4,11.56,High,6,Yes,7,1,Yes,6,No,5,1
2020,50-59,Male,46.86,44.66,Low,10,Yes,10,6,Yes,4,No,9,5
2023,15-19,Female,13.75,60.52,High,8,Yes,4,4,No,7,Yes,1,2
2024,70-79,Female,42.14,44.94,High,10,Yes,9,4,Yes,8,Yes,10,2
2021,60-69,Male,35.1,29.57,Middle,10,No,7,5,No,8,No,4,5
2024,50-59,Both,39.67,18.58,Middle,10,No,3,7,Yes,5,No,5,5
2024,30-39,Both,30.78,23.2,High,7,Yes,9,5,No,1,Yes,1,2
2022,50-59,Female,49.18,63.59,High,6,Yes,8,2,No,4,No,7,7
2023,70-79,Both,48.2,47.61,High,9,Yes,3,1,Yes,9,Yes,2,1
2021,25-29,Male,11.65,12.28,High,1,No,6,5,No,10,No,5,10
2020,25-29,Male,36.9,45.41,Middle,7,Yes,4,5,No,4,Yes,7,8
2022,80+,Female,39.86,25.65,High,7,Yes,10,7,No,8,Yes,6,4
2021,40-49,Male,33.46,44.84,High,6,No,9,10,Yes,8,No,4,8
2023,70-79,Male,20.87,68.56,Middle,3,Yes,7,6,Yes,8,No,4,7
2020,60-69,Both,38.47,18.9,High,1,No,4,5,No,3,No,10,5
2024,20-24,Male,19.5,66.73,Middle,8,Yes,7,9,Yes,2,No,10,5
2023,10-14,Both,38.17,26.36,Middle,5,No,9,7,No,7,Yes,2,3
2024,30-39,Female,31.97,64.9,High,3,Yes,9,3,Yes,9,Yes,8,4
2020,25-29,Both,20.7,14.42,Low,2,Yes,10,8,No,6,No,7,7
2021,70-79,Male,19.94,30.92,Middle,6,No,5,1,Yes,8,No,8,1
2023,10-14,Both,31.35,58.43,High,3,Yes,9,9,Yes,7,No,1,6
2024,15-19,Both,29.5,15.53,High,9,No,7,2,Yes,9,No,5,4
2021,40-49,Female,20.63,50.16,High,1,Yes,8,7,No,3,Yes,10,9
2024,10-14,Female,46.13,17.21,Middle,10,Yes,7,10,Yes,2,No,2,9
2020,30-39,Both,10.69,33.51,Low,5,No,9,8,Yes,9,No,4,2
2020,25-29,Male,21.68,38.56,High,6,Yes,2,4,Yes,9,No,1,2
2020,80+,Female,44.9,66.33,High,9,Yes,8,6,Yes,7,Yes,5,1
2023,70-79,Female,42.1,67.84,High,8,No,3,1,Yes,9,No,9,7
2023,25-29,Male,46.14,66.4,High,10,Yes,1,1,No,10,No,10,10
2020,25-29,Female,11.07,10.62,Low,6,No,7,9,Yes,2,Yes,6,3
2021,50-59,Female,40.71,24.85,High,7,Yes,3,6,No,9,No,8,1
2024,20-24,Both,12.46,21.82,Low,4,No,1,7,No,8,Yes,6,8
2023,30-39,Female,46.56,55.51,High,5,No,6,3,No,8,No,8,4
2022,15-19,Male,18.99,60.0,Low,1,No,3,8,No,10,Yes,7,2
2022,15-19,Both,28.44,58.53,Middle,8,Yes,4,10,Yes,8,No,10,7
2021,10-14,Both,20.6,52.81,High,3,Yes,8,4,Yes,1,No,1,7
2024,60-69,Both,28.09,59.77,High,9,Yes,7,3,No,6,No,6,1
2022,25-29,Both,21.96,52.38,Middle,3,No,1,1,Yes,8,No,2,5
2021,40-49,Male,49.65,58.79,Middle,6,No,8,7,Yes,8,Yes,5,10
2022,25-29,Female,41.44,66.01,Middle,3,No,2,5,No,3,No,1,6
2021,50-59,Female,34.51,21.93,High,3,No,6,2,Yes,10,No,10,4
2023,20-24,Male,47.76,65.68,Middle,5,No,5,10,No,4,No,2,1
2023,10-14,Both,27.53,60.72,High,2,Yes,8,5,Yes,9,No,4,2
2023,70-79,Male,33.0,44.2,Middle,2,No,6,2,Yes,10,Yes,4,6
2020,80+,Female,48.94,46.17,High,2,Yes,9,9,Yes,4,Yes,5,5
2022,50-59,Male,39.48,58.55,High,5,No,8,7,No,7,Yes,6,1
2024,40-49,Female,23.46,11.27,Low,6,No,9,3,Yes,7,No,8,4
2023,50-59,Female,15.58,48.36,Middle,1,Yes,9,4,No,8,Yes,2,6
2020,50-59,Both,37.25,36.41,High,10,Yes,9,8,Yes,9,Yes,2,5
2020,40-49,Male,5.5,69.34,Middle,9,No,6,8,No,9,No,7,6
2020,60-69,Male,47.17,25.72,Low,2,Yes,2,3,Yes,3,Yes,5,2
2020,60-69,Female,42.99,10.32,High,2,Yes,7,7,Yes,8,No,2,8
2023,50-59,Both,33.85,54.54,High,8,Yes,8,5,Yes,5,No,5,8
2021,50-59,Female,37.69,16.75,Low,2,Yes,10,4,No,7,No,9,10
2020,25-29,Female,35.62,22.77,Middle,3,No,9,3,No,5,No,3,8
2020,70-79,Male,40.02,20.17,High,2,Yes,8,2,Yes,6,Yes,7,6
2021,60-69,Both,5.04,18.06,Middle,2,No,3,1,Yes,10,Yes,4,4
2021,80+,Female,11.17,60.47,Low,5,No,7,3,Yes,8,Yes,1,5
2023,60-69,Both,6.63,40.53,Middle,5,No,4,9,Yes,7,No,4,7
2024,20-24,Female,13.22,69.42,Low,4,No,8,6,No,3,No,7,9
2023,60-69,Both,16.92,59.57,Low,7,Yes,6,7,No,10,No,2,10
2022,70-79,Male,31.1,46.47,Low,1,Yes,7,7,Yes,9,No,8,1
2024,80+,Female,23.06,52.29,Low,10,No,8,5,Yes,2,No,7,2
2022,30-39,Both,5.96,34.83,High,10,Yes,5,2,Yes,3,No,8,3
2020,70-79,Female,9.6,35.57,High,10,Yes,6,4,No,7,Yes,4,9
2024,15-19,Both,27.6,28.42,Middle,2,Yes,7,4,No,7,No,7,6
2023,10-14,Male,20.55,32.71,Middle,7,Yes,10,8,Yes,3,Yes,9,4
2023,20-24,Both,8.39,30.58,Middle,4,Yes,5,4,No,9,No,6,6
2020,30-39,Female,8.53,69.01,High,4,No,8,8,No,7,No,4,7
2022,30-39,Both,17.3,58.92,Middle,3,Yes,7,4,Yes,10,Yes,4,10
2021,50-59,Male,10.14,16.31,Middle,3,No,2,4,Yes,4,Yes,10,4
2022,10-14,Female,34.44,25.18,Middle,5,No,2,3,Yes,6,No,6,4
2022,40-49,Both,5.71,47.38,High,2,Yes,10,1,Yes,8,No,7,3
2022,50-59,Both,7.9,58.54,High,6,Yes,3,9,No,6,Yes,4,2
2021,70-79,Both,38.91,14.03,Low,3,Yes,4,8,No,3,Yes,8,6
2021,25-29,Both,31.58,43.11,High,3,No,9,8,No,3,No,9,5
2023,70-79,Female,27.37,64.05,High,9,Yes,10,4,No,10,No,1,7
2023,80+,Female,13.11,52.41,Low,4,Yes,9,5,No,8,No,2,2
2020,50-59,Both,19.56,29.05,High,2,No,1,4,No,5,Yes,10,9
2023,80+,Both,46.19,20.73,Middle,8,Yes,1,6,Yes,4,Yes,4,5
2023,40-49,Both,37.8,20.88,Low,6,Yes,8,7,No,9,No,6,1
2024,10-14,Female,26.68,19.13,High,4,Yes,9,3,No,8,No,1,3
2021,60-69,Both,8.3,23.88,High,3,Yes,5,8,No,10,No,7,3
2020,80+,Female,40.77,29.43,Middle,1,No,5,1,Yes,1,Yes,2,8
2022,40-49,Both,44.09,23.17,Low,8,Yes,4,1,No,6,No,2,8
2024,50-59,Both,49.1,26.21,Middle,4,No,3,4,Yes,10,Yes,7,5
2020,15-19,Male,7.72,66.18,High,8,No,9,9,No,4,No,8,9
2021,70-79,Male,25.54,26.48,Middle,2,Yes,1,4,No,1,Yes,6,7
2020,30-39,Male,34.24,34.7,Middle,1,No,7,10,Yes,1,Yes,7,8
2021,20-24,Male,41.57,42.99,High,9,Yes,10,4,Yes,3,No,10,10
2020,60-69,Both,32.69,15.52,Middle,8,Yes,8,3,No,5,No,4,10
2021,15-19,Male,36.9,25.35,Low,7,No,7,5,No,8,Yes,2,1
2020,60-69,Female,39.62,30.12,Middle,2,Yes,5,9,Yes,5,Yes,2,8
2023,15-19,Female,15.41,53.93,High,8,Yes,6,1,Yes,8,Yes,8,4
2024,25-29,Both,33.57,25.65,Middle,3,No,3,8,No,2,Yes,7,8
2021,40-49,Both,23.29,40.78,Low,8,No,5,10,No,7,No,1,2
2023,60-69,Female,29.14,41.07,Low,6,Yes,9,1,No,3,Yes,2,6
2024,15-19,Both,19.83,55.3,Low,6,Yes,8,3,Yes,3,No,9,6
2024,80+,Female,25.58,41.22,High,6,No,10,8,No,5,No,10,1
2020,70-79,Both,33.35,22.37,Low,7,Yes,6,2,No,9,No,10,10
2022,40-49,Male,12.09,64.12,Low,2,No,5,7,Yes,4,Yes,3,3
2020,40-49,Both,13.38,62.5,Low,4,Yes,8,4,Yes,4,Yes,8,9
2020,80+,Male,24.56,67.0,High,10,Yes,8,5,No,8,Yes,7,8
2020,25-29,Both,39.34,43.92,Low,5,Yes,10,1,Yes,10,No,4,5
2024,70-79,Male,48.68,29.39,Middle,10,Yes,6,1,Yes,5,Yes,1,5
2020,50-59,Male,36.73,56.34,Low,1,Yes,2,4,Yes,3,No,7,9
2022,10-14,Female,27.62,20.63,Middle,4,No,4,9,Yes,4,No,2,6
2021,30-39,Both,7.62,58.22,Middle,3,Yes,1,8,No,6,Yes,10,10
2022,60-69,Male,27.94,62.82,Middle,6,Yes,10,1,Yes,6,Yes,3,4
2023,80+,Male,16.24,23.3,Low,6,No,4,1,No,7,Yes,1,4
2023,30-39,Female,45.58,31.3,Low,8,Yes,4,4,No,3,No,1,7
2024,80+,Female,16.22,47.83,High,5,Yes,9,6,No,4,No,8,8
2021,80+,Both,8.09,15.01,High,2,No,4,3,Yes,4,No,7,7
2020,80+,Both,31.96,31.54,Low,1,Yes,3,9,No,10,No,2,10
2024,25-29,Female,32.09,61.17,Low,6,Yes,6,9,Yes,9,No,6,2
2021,70-79,Female,7.89,39.44,Middle,10,Yes,7,6,No,10,No,9,3
2022,50-59,Both,18.46,66.53,Low,9,No,6,5,No,5,Yes,2,5
2020,80+,Male,29.16,65.66,High,10,Yes,1,8,Yes,2,Yes,10,7
2021,50-59,Female,12.33,66.41,Middle,7,No,6,2,No,1,No,3,8
2024,60-69,Female,13.96,18.4,Low,10,No,9,8,No,9,No,3,10
2020,70-79,Male,25.23,39.19,Low,8,No,4,6,Yes,4,No,9,5
2020,70-79,Male,25.24,12.49,Low,7,No,10,4,Yes,3,No,9,2
2021,50-59,Both,36.16,31.79,Middle,7,Yes,10,5,Yes,3,No,1,7
2020,40-49,Female,36.25,50.99,High,7,No,4,6,No,8,No,8,10
2020,60-69,Both,26.22,29.58,High,4,Yes,8,9,No,9,Yes,10,10
2021,25-29,Both,31.36,39.87,High,10,Yes,7,6,No,8,Yes,9,7
2021,80+,Both,31.3,34.85,Low,8,Yes,8,8,No,1,Yes,4,5
2021,80+,Female,22.25,66.06,Low,9,No,9,1,Yes,7,No,8,1
2024,10-14,Female,27.91,56.11,High,1,No,6,1,No,7,No,7,8
2024,70-79,Male,5.96,64.36,Low,9,No,7,10,Yes,8,Yes,1,5
2021,15-19,Female,15.6,63.57,High,5,No,8,2,No,7,No,5,2
2020,20-24,Male,15.7,44.13,Low,5,Yes,3,8,Yes,10,Yes,6,4
2023,10-14,Both,12.31,37.53,High,4,Yes,2,4,Yes,3,No,3,7
2020,10-14,Male,7.42,51.24,High,3,No,2,2,No,8,No,1,3
2020,25-29,Female,6.81,52.39,Middle,4,Yes,6,8,No,8,No,7,6
2021,20-24,Male,34.23,42.45,Low,3,No,2,7,No,5,No,7,4
2022,50-59,Male,49.69,21.1,Middle,3,No,2,7,No,3,Yes,10,10
2020,40-49,Male,45.48,49.01,High,9,Yes,5,3,No,6,No,1,6
2020,20-24,Female,26.57,16.84,Middle,3,No,6,3,Yes,2,Yes,3,9
2020,80+,Male,48.03,62.58,Middle,8,No,6,4,No,2,No,6,10
2021,10-14,Both,6.7,36.77,High,7,No,6,8,Yes,4,Yes,5,10
2022,25-29,Both,28.79,28.71,Low,8,No,9,4,Yes,5,Yes,2,2
2024,40-49,Male,38.12,42.43,Low,10,No,10,10,Yes,10,No,2,1
2024,80+,Both,37.74,40.85,Middle,8,No,4,6,Yes,3,No,8,10
2021,80+,Male,37.12,65.22,High,4,No,7,3,Yes,4,Yes,9,8
2024,70-79,Both,17.64,68.69,Middle,7,No,9,3,Yes,5,Yes,8,8
2023,25-29,Male,40.8,48.02,Middle,10,Yes,3,3,Yes,4,No,4,7
2021,40-49,Both,33.49,49.65,High,4,No,8,8,No,3,No,9,7
2022,60-69,Female,12.22,62.34,High,9,Yes,2,7,Yes,9,Yes,2,8
2021,60-69,Both,14.19,66.96,Low,4,Yes,8,9,No,1,Yes,9,5
2021,60-69,Both,37.84,69.76,High,1,No,7,3,No,4,No,9,3
2021,70-79,Male,10.24,67.62,Low,9,Yes,9,3,No,1,Yes,2,1
2024,50-59,Both,20.59,48.75,Middle,2,Yes,9,10,Yes,7,No,1,8
2020,25-29,Female,47.89,21.6,Middle,5,No,9,1,No,9,Yes,8,2
2022,80+,Female,11.7,40.87,Low,2,No,7,2,No,1,No,8,7
2020,70-79,Female,23.55,28.56,Low,1,No,9,4,Yes,8,Yes,8,8
2024,10-14,Male,15.23,65.97,High,5,No,5,4,Yes,3,Yes,6,9
2021,15-19,Female,32.02,14.24,High,6,No,7,6,No,2,Yes,6,9
2020,40-49,Female,29.35,21.76,Low,8,No,3,3,Yes,10,No,4,10
2020,30-39,Both,49.47,16.27,High,6,No,10,2,Yes,5,No,10,9
2024,30-39,Both,7.33,21.09,Middle,9,Yes,5,3,No,4,Yes,9,8
2024,40-49,Both,27.89,54.58,Middle,3,No,10,10,No,8,Yes,1,1
2022,20-24,Male,43.16,68.96,Middle,8,Yes,5,4,Yes,4,Yes,2,5
2024,80+,Male,42.93,28.05,Low,7,No,2,1,No,10,Yes,5,10
2020,20-24,Female,43.79,16.48,Middle,2,No,10,4,Yes,4,Yes,9,1
2021,60-69,Both,41.05,58.97,Middle,6,No,8,9,No,5,Yes,6,4
2023,10-14,Both,39.83,67.91,High,3,No,8,9,No,9,Yes,9,8
2023,25-29,Female,47.32,66.6,Middle,10,Yes,4,3,Yes,1,No,9,10
2021,10-14,Male,42.55,29.45,Low,2,Yes,8,9,Yes,4,Yes,4,5
2022,70-79,Female,14.51,38.48,Middle,4,Yes,3,10,Yes,1,No,5,10
2023,40-49,Both,31.97,51.46,Middle,3,No,8,7,No,1,No,1,2
2020,80+,Both,36.66,54.92,High,10,No,8,1,No,9,Yes,10,6
2021,40-49,Both,36.71,35.84,High,6,Yes,3,8,No,2,Yes,10,1
2023,20-24,Male,42.56,16.08,Middle,9,Yes,6,9,No,8,No,5,5
2021,60-69,Both,20.5,21.34,Middle,3,No,6,7,No,3,No,10,8
2022,60-69,Female,39.04,66.13,Low,4,Yes,8,5,No,7,Yes,9,9
2023,30-39,Both,20.84,26.32,Middle,2,Yes,7,2,Yes,1,Yes,7,7
2022,25-29,Both,46.78,16.34,Low,2,Yes,7,2,Yes,5,Yes,2,8
2024,80+,Both,44.55,55.3,Low,7,No,6,2,No,8,No,4,1
2021,30-39,Both,24.48,38.25,High,5,No,9,6,No,7,No,5,10
2022,40-49,Female,40.35,67.41,High,1,No,3,9,No,5,No,3,1
2020,80+,Both,38.83,47.4,High,6,No,6,1,No,10,No,10,3
2021,50-59,Male,8.47,26.82,Middle,9,Yes,8,7,No,8,Yes,1,9
2024,15-19,Male,44.67,16.97,Middle,2,No,8,7,No,3,Yes,7,1
2024,70-79,Both,30.26,57.62,High,7,No,8,2,No,3,Yes,5,7
2022,10-14,Both,10.0,34.04,Middle,1,Yes,10,8,No,9,No,3,2
2022,25-29,Both,40.65,32.05,Low,8,No,1,7,No,9,No,6,4
2024,40-49,Female,43.7,14.86,Low,6,Yes,9,5,No,6,Yes,8,9
2024,30-39,Female,17.55,51.66,Middle,6,No,2,3,No,1,Yes,6,1
2021,50-59,Male,43.05,40.78,Middle,5,No,9,4,Yes,9,Yes,6,6
2024,50-59,Female,48.61,26.24,Low,10,No,5,9,Yes,9,No,10,2
2021,60-69,Female,6.49,21.56,High,10,Yes,9,1,No,2,No,9,9
2024,20-24,Male,12.66,17.2,Middle,3,Yes,5,7,Yes,9,Yes,2,8
2022,50-59,Male,11.51,49.79,High,7,No,4,8,Yes,6,Yes,9,9
2020,10-14,Male,34.51,20.77,Low,3,Yes,1,5,No,6,Yes,6,2
2024,20-24,Female,9.52,45.53,Middle,8,Yes,4,7,No,8,Yes,5,3
2023,60-69,Male,12.75,45.3,Middle,3,Yes,2,5,Yes,5,No,8,10
2022,15-19,Both,41.37,40.05,High,5,No,5,5,No,6,No,9,4
2020,40-49,Male,39.5,52.2,Middle,1,No,3,5,Yes,2,No,1,3
2024,40-49,Female,39.61,68.56,Low,2,No,7,8,No,7,No,7,10
2023,40-49,Male,28.22,65.25,High,4,No,9,2,Yes,10,Yes,3,9
2022,25-29,Both,26.96,52.85,High,10,Yes,8,4,No,10,Yes,4,6
2021,20-24,Both,11.45,17.21,Low,9,Yes,3,3,No,3,No,1,10
2022,50-59,Female,27.51,13.88,Low,9,Yes,9,3,Yes,7,No,5,9
2022,80+,Male,49.36,46.89,Middle,7,No,6,10,No,7,Yes,1,2
2022,50-59,Female,40.54,10.04,Middle,1,No,6,8,Yes,8,No,1,7
2023,60-69,Female,27.9,26.82,Low,1,Yes,8,4,Yes,6,Yes,5,2
2020,70-79,Female,25.21,55.8,High,6,Yes,4,9,No,9,Yes,9,3
2024,40-49,Male,36.98,27.59,High,10,Yes,8,5,Yes,7,No,4,3
2021,70-79,Female,12.85,46.23,Low,1,Yes,2,5,Yes,10,No,1,7
2021,30-39,Male,5.81,28.46,Low,1,Yes,5,6,Yes,4,Yes,5,4
2023,80+,Male,37.86,48.43,Middle,8,No,6,8,No,6,Yes,10,4
2024,20-24,Male,30.04,56.55,High,5,No,1,1,Yes,4,Yes,9,5
2022,15-19,Both,29.17,39.25,High,5,No,4,2,Yes,5,No,9,1
2021,20-24,Female,47.03,69.41,High,7,Yes,6,5,Yes,3,No,5,3
2022,30-39,Female,10.93,11.4,Middle,4,Yes,9,2,No,2,Yes,3,9
2024,10-14,Female,16.77,66.03,High,8,Yes,8,9,No,10,No,6,3
2020,20-24,Both,47.21,23.01,Low,9,Yes,9,4,No,3,Yes,2,5
2024,60-69,Female,33.33,49.88,High,1,No,9,2,Yes,4,No,5,8
2021,60-69,Male,49.98,28.42,High,2,Yes,6,9,No,8,No,8,9
2021,70-79,Both,36.33,63.24,Middle,4,Yes,5,2,No,4,Yes,10,9
2020,30-39,Both,35.67,56.14,Middle,5,Yes,10,9,No,7,No,9,4
2021,30-39,Both,35.91,28.48,Low,5,No,8,3,No,1,Yes,10,3
2021,30-39,Male,20.59,54.6,Middle,10,Yes,8,7,No,4,Yes,9,9
2020,50-59,Both,12.35,10.63,Middle,3,No,1,3,No,7,No,4,10
2023,10-14,Female,15.07,14.35,Middle,2,No,9,1,Yes,6,No,6,4
2020,25-29,Both,20.03,52.89,High,2,Yes,10,2,Yes,5,No,7,4
2020,30-39,Male,45.19,54.1,Middle,5,No,6,1,No,2,No,4,2
2021,20-24,Both,30.18,30.33,Middle,4,No,7,8,Yes,3,Yes,6,9
2021,40-49,Female,23.1,41.0,High,7,Yes,10,6,Yes,5,No,4,7
2022,60-69,Male,25.73,63.17,Middle,4,No,2,5,Yes,4,Yes,4,3
2023,25-29,Male,25.93,22.15,Low,4,No,1,3,Yes,9,Yes,9,9
2022,30-39,Both,23.55,46.06,High,9,Yes,4,7,No,10,No,6,3
2024,15-19,Male,31.91,15.25,Middle,6,Yes,3,9,No,4,No,5,7
2022,80+,Male,19.06,15.65,Low,2,Yes,10,2,Yes,7,No,8,3
2024,60-69,Both,5.21,36.92,Low,3,Yes,2,4,No,10,No,6,3
2022,70-79,Male,25.59,13.74,High,8,No,9,3,Yes,7,No,6,4
2024,40-49,Male,48.18,45.04,High,5,No,9,6,Yes,5,Yes,3,5
2022,15-19,Female,21.7,60.67,High,2,Yes,6,3,No,6,Yes,5,8
2024,10-14,Male,41.57,22.31,Middle,2,No,5,9,Yes,1,Yes,8,5
2021,25-29,Both,25.46,16.13,Middle,8,Yes,5,6,Yes,1,Yes,5,3
2020,60-69,Both,10.24,20.35,High,4,No,6,8,No,10,No,4,10
2024,40-49,Male,24.26,41.61,Middle,2,Yes,7,2,Yes,10,No,4,3
2022,30-39,Male,35.24,27.58,High,1,No,6,5,No,1,Yes,10,5
2020,20-24,Male,14.47,26.73,High,5,No,9,6,No,7,No,6,3
2024,40-49,Female,35.65,61.83,Low,10,Yes,1,8,Yes,7,Yes,8,9
2022,40-49,Male,15.23,56.24,High,10,No,9,5,Yes,2,Yes,4,3
2023,15-19,Female,35.33,48.84,High,3,No,9,9,Yes,3,Yes,9,5
2020,15-19,Male,30.88,27.27,High,6,Yes,6,7,Yes,1,No,1,1
2023,50-59,Both,9.42,32.92,High,6,Yes,8,9,Yes,1,No,1,4
2020,60-69,Both,36.76,21.02,Middle,9,No,2,3,No,4,Yes,6,6
2021,70-79,Both,36.98,20.04,Low,8,Yes,8,6,No,7,No,1,2
2021,80+,Both,23.91,57.68,High,3,Yes,5,5,Yes,8,No,3,2
2024,25-29,Female,25.21,13.79,Low,9,No,10,4,Yes,2,No,6,1
2023,15-19,Both,40.05,67.37,Low,3,Yes,6,9,Yes,7,No,8,3
2020,40-49,Both,20.17,21.26,Low,5,No,5,6,No,1,Yes,2,8
2024,40-49,Female,7.96,53.71,Middle,10,No,5,8,No,8,Yes,7,10
2023,80+,Female,19.19,36.86,Low,4,Yes,1,1,No,10,No,2,9
2021,30-39,Female,36.43,34.81,Low,1,No,1,6,Yes,7,Yes,4,6
2022,40-49,Male,11.18,35.09,Middle,6,No,4,7,Yes,7,No,1,9
2023,15-19,Male,29.96,58.46,High,1,Yes,4,4,Yes,1,Yes,10,8
2022,50-59,Female,25.62,67.05,High,1,No,9,4,Yes,5,No,9,3
2022,10-14,Male,41.26,21.56,High,6,No,4,9,No,9,No,4,2
2020,70-79,Female,44.04,45.29,Middle,8,Yes,8,8,No,1,No,10,3
2024,50-59,Female,20.31,25.8,Low,10,Yes,6,8,No,9,Yes,8,1
2023,40-49,Male,43.99,18.31,High,10,No,9,8,Yes,10,Yes,3,5
2023,20-24,Both,18.44,58.65,Middle,8,No,3,10,No,8,No,10,4
2024,25-29,Female,46.31,26.52,High,10,Yes,6,10,Yes,4,No,6,10
2023,50-59,Male,16.09,42.48,Low,4,Yes,5,10,Yes,4,Yes,8,10
2023,40-49,Male,13.35,32.46,Low,2,No,3,1,No,3,Yes,4,3
2020,25-29,Both,22.02,13.38,High,6,No,7,4,Yes,3,Yes,10,10
2020,20-24,Female,41.43,14.19,Middle,3,Yes,5,8,Yes,9,Yes,2,7
2023,80+,Female,46.1,22.6,High,5,No,2,1,No,5,No,9,1
2024,40-49,Both,49.54,32.08,Middle,4,No,6,9,Yes,8,No,6,4
2024,60-69,Female,26.32,50.22,High,4,Yes,7,8,Yes,7,Yes,10,7
2021,10-14,Female,7.18,33.31,Low,8,No,1,5,Yes,10,Yes,6,10
2024,10-14,Female,21.15,29.81,Middle,5,No,7,1,Yes,1,Yes,8,6
2022,25-29,Both,36.24,13.12,High,10,No,10,1,No,4,Yes,8,8
2021,20-24,Both,32.11,44.48,Middle,1,No,2,5,Yes,10,No,10,5
2024,50-59,Female,23.59,12.08,High,2,Yes,7,1,No,5,No,1,8
2023,60-69,Both,45.4,55.56,Low,9,Yes,5,10,No,7,Yes,6,7
2022,70-79,Female,16.2,55.93,Low,10,Yes,9,4,No,3,Yes,8,5
2022,80+,Female,48.15,60.62,Low,5,Yes,2,2,No,7,Yes,5,1
2021,25-29,Female,25.95,19.6,High,1,Yes,8,9,No,3,Yes,5,1
2020,50-59,Female,46.09,15.59,High,8,Yes,4,6,Yes,2,No,6,10
2020,70-79,Female,16.15,28.97,Low,6,Yes,10,5,Yes,10,No,4,10
2023,50-59,Male,22.45,19.56,Middle,5,Yes,10,10,No,10,Yes,10,1
2024,20-24,Both,13.77,37.39,Low,4,Yes,10,7,No,1,No,7,4
2020,20-24,Male,37.13,21.8,Low,5,Yes,6,3,Yes,8,Yes,2,3
2020,60-69,Both,45.69,52.18,Low,6,No,8,2,No,1,No,5,1
2023,60-69,Both,17.44,26.4,Middle,3,No,5,6,Yes,5,No,1,7
2021,15-19,Female,11.58,24.26,Low,4,Yes,5,3,No,5,No,4,1
2024,50-59,Both,27.78,33.29,Low,9,Yes,9,5,No,5,No,10,9
2023,20-24,Male,40.23,36.17,High,5,No,7,8,No,4,Yes,3,10
2024,25-29,Both,35.99,50.88,High,10,No,10,9,No,8,No,4,9
2020,50-59,Both,13.12,35.23,Low,5,Yes,2,3,No,1,Yes,2,2
2024,30-39,Both,43.39,22.54,Low,4,Yes,6,9,No,9,Yes,6,7
2022,80+,Male,15.4,59.88,Middle,2,Yes,7,8,No,1,Yes,6,10
2022,25-29,Female,25.08,65.7,High,6,No,6,9,No,3,No,10,9
2021,10-14,Male,41.19,48.52,Middle,9,No,5,4,Yes,10,Yes,5,4
2020,80+,Female,7.25,15.22,High,1,Yes,6,2,Yes,1,Yes,5,3
2024,10-14,Female,48.6,43.99,Low,1,No,10,3,No,7,Yes,10,8
2021,10-14,Both,36.62,52.04,Low,8,No,1,9,No,8,Yes,10,9
2024,70-79,Both,21.3,27.47,High,2,Yes,1,2,No,9,Yes,7,9
2024,30-39,Female,46.63,50.06,Low,5,Yes,1,5,No,8,Yes,6,9
2021,20-24,Both,43.36,36.53,Low,9,Yes,3,8,Yes,7,Yes,9,2
2020,80+,Male,37.72,28.13,Low,10,Yes,8,3,No,8,No,4,10
2021,70-79,Both,16.93,41.57,Low,8,No,6,8,Yes,7,Yes,2,4
2023,50-59,Male,15.42,69.15,Low,7,Yes,1,3,Yes,6,Yes,9,9
2020,25-29,Female,47.22,58.81,High,8,No,4,1,Yes,5,No,3,8
2022,50-59,Both,9.8,18.01,Low,1,Yes,7,8,No,7,No,6,8
2023,60-69,Male,40.05,36.57,Low,3,Yes,5,10,No,7,Yes,9,9
2024,10-14,Both,41.4,14.66,High,9,No,7,2,No,4,No,5,4
2020,80+,Female,39.27,57.77,Low,1,No,6,10,No,2,Yes,6,4
2020,20-24,Both,33.09,30.64,Middle,5,Yes,5,6,No,8,No,9,1
2021,50-59,Both,26.86,24.76,High,6,No,3,2,No,2,Yes,10,1
2020,80+,Both,21.96,69.78,High,7,Yes,7,1,No,1,No,2,3
2022,10-14,Female,11.9,54.58,High,5,No,1,4,Yes,10,Yes,3,2
2021,10-14,Female,16.96,35.99,High,5,No,4,1,No,8,Yes,6,9
2024,25-29,Both,9.45,37.49,Low,2,Yes,7,4,Yes,8,Yes,9,3
2024,25-29,Female,26.91,28.53,Low,8,Yes,5,10,No,2,No,9,6
2020,80+,Both,24.8,51.67,Middle,6,Yes,1,10,No,1,Yes,2,6
2022,70-79,Female,34.02,43.01,High,10,Yes,9,2,Yes,1,No,1,8
2022,15-19,Male,14.13,12.3,Low,6,Yes,9,7,Yes,5,Yes,3,4
2024,70-79,Both,5.62,10.49,Middle,6,No,5,5,Yes,7,No,2,10
2022,10-14,Female,39.82,49.63,Low,3,No,4,3,No,7,Yes,2,5
